Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Heavy Rain,6/15/2015 6:39:00,17.8,Rain,,90,0.04,1016.8,19.4,2:39 AM,,2.8,Variable,5.6,0
Rain,6/15/2015 6:49:00,18,Rain,,94,0.11,1016.5,19,2:49 AM,,2.4,Variable,11.1,0
Light Rain,6/15/2015 6:51:00,17.8,Rain,,90,0.11,1015.6,19.4,2:51 AM,,2.8,Variable,5.6,0
Light Rain,6/15/2015 6:55:00,17.8,Rain,,90,0.01,1016.5,19.4,2:55 AM,,4.8,Variable,9.3,0
Light Rain,6/15/2015 7:00:00,17.8,Rain,,90,0.01,1016.5,19.4,3:00 AM,,6.4,Variable,11.1,0
Overcast,6/15/2015 7:30:00,18.3,,,93,0.01,1016.1,19.4,3:30 AM,,8,Variable,7.4,0
Overcast,6/15/2015 7:51:00,18.3,,,90,0.01,1015.1,20,3:51 AM,,6.4,Variable,9.3,0
Light Rain,6/15/2015 8:02:00,18.3,Rain,,90,0.02,1016.1,20,4:02 AM,,3.2,Calm,Calm,0
Rain,6/15/2015 8:22:00,18.3,Rain,,90,0.09,1016.1,20,4:22 AM,,2.8,Variable,5.6,0
Heavy Rain,6/15/2015 8:37:00,18.3,Rain,,90,0.22,1015.5,20,4:37 AM,,1.2,Variable,5.6,0
Heavy Rain,6/15/2015 8:39:00,18.3,Rain,,90,0.24,1015.8,20,4:39 AM,,1.2,Calm,Calm,0
Light Rain,6/15/2015 8:46:00,18,Rain,,88,0.27,1015.8,20,4:46 AM,,3.2,SE,5.6,140
Light Rain,6/15/2015 8:51:00,18.3,Rain,,90,0.27,1014.9,20,4:51 AM,,6.4,Calm,Calm,0
Overcast,6/15/2015 9:51:00,18.3,,,90,0.02,1014.9,20,5:51 AM,,6.4,SSE,7.4,160
Overcast,6/15/2015 10:15:00,18.9,,,90,,1015.8,20.6,6:15 AM,,3.2,Calm,Calm,0
Overcast,6/15/2015 10:51:00,18.9,,,90,,1014.5,20.6,6:51 AM,,3.2,South,9.3,170
Overcast,6/15/2015 11:01:00,18.9,,,90,,1015.5,20.6,7:01 AM,,2.4,Variable,7.4,0
Overcast,6/15/2015 11:37:00,19.4,,,90,,1015.5,21.1,7:37 AM,,2,Variable,7.4,0
Overcast,6/15/2015 11:51:00,19.4,,,90,,1014.7,21.1,7:51 AM,,2.4,Calm,Calm,0
Overcast,6/15/2015 12:51:00,20,,,93,,1014.3,21.1,8:51 AM,,2,Calm,Calm,0
Overcast,6/15/2015 13:22:00,20.6,,,91,,1015.1,22.2,9:22 AM,,3.2,Variable,7.4,0
Overcast,6/15/2015 13:51:00,20.6,,,87,,1014.1,22.8,9:51 AM,,4,Calm,Calm,0
Overcast,6/15/2015 14:11:00,21.1,,,87,,1014.8,23.3,10:11 AM,,4.8,Calm,Calm,0
Overcast,6/15/2015 14:24:00,21.1,,,87,,1014.8,23.3,10:24 AM,,4.8,Calm,Calm,0
Haze,6/15/2015 14:35:00,21.1,,,84,,1014.8,23.9,10:35 AM,,4,NE,5.6,40
Overcast,6/15/2015 14:42:00,21.1,,,87,,1015.1,23.3,10:42 AM,,4.8,Calm,Calm,0
Overcast,6/15/2015 14:51:00,21.1,,,87,,1014.2,23.3,10:51 AM,,4,Variable,7.4,0
Overcast,6/15/2015 14:58:00,21.1,,,87,,1015.1,23.3,10:58 AM,,4,ESE,5.6,120
Overcast,6/15/2015 15:15:00,21.7,,,87,,1014.8,23.9,11:15 AM,,4,WSW,5.6,250
Overcast,6/15/2015 15:22:00,21.7,,,87,,1014.8,23.9,11:22 AM,,4.8,Calm,Calm,0
Haze,6/15/2015 15:39:00,21.7,,,77,,1014.4,26.1,11:39 AM,,6.4,Calm,Calm,0
Haze,6/15/2015 15:51:00,22.2,,,76,,1013.5,26.7,11:51 AM,,6.4,Calm,Calm,0
Haze,6/15/2015 16:51:00,21.7,,,69,,1013.4,27.8,12:51 PM,,9.7,Calm,Calm,0
Mostly Cloudy,6/15/2015 17:12:00,20.6,,,65,,1014.1,27.8,1:12 PM,,11.3,Calm,Calm,0
Haze,6/15/2015 17:51:00,21.7,,,72,,1012.7,27.2,1:51 PM,,6.4,ENE,7.4,60
Light Rain,6/15/2015 18:21:00,22.2,Rain,,81,0.01,1013.8,25.6,2:21 PM,,3.2,ENE,7.4,70
Heavy Rain,6/15/2015 18:51:00,21.7,Rain,,87,0.05,1012.9,23.9,2:51 PM,,1.6,Variable,7.4,0
Light Rain,6/15/2015 19:07:00,21.7,Rain,,91,0.04,1013.8,23.3,3:07 PM,,3.2,East,9.3,80
Overcast,6/15/2015 19:19:00,21.1,,,87,0.04,1013.8,23.3,3:19 PM,,3.2,Variable,7.4,0
Overcast,6/15/2015 19:51:00,20.6,,,87,0.04,1013.1,22.8,3:51 PM,,4,ENE,11.1,70
Light Rain,6/15/2015 20:09:00,20,Rain,,90,0,1013.8,21.7,4:09 PM,,4,ENE,16.7,60
Light Rain,6/15/2015 20:13:00,19.4,Rain,,87,0,1014.1,21.7,4:13 PM,,4.8,ENE,11.1,60
Light Rain,6/15/2015 20:17:00,19.4,Rain,,87,0,1014.1,21.7,4:17 PM,,2.4,Variable,5.6,0
Rain,6/15/2015 20:36:00,18.9,Rain,,90,0.05,1014.1,20.6,4:36 PM,,3.2,ENE,13,70
Light Rain,6/15/2015 20:51:00,18.9,Rain,,90,0.06,1013.4,20.6,4:51 PM,,3.2,Variable,11.1,0
Overcast,6/15/2015 21:28:00,17.8,,,90,0,1014.4,19.4,5:28 PM,,4.8,ENE,14.8,70
Light Rain,6/15/2015 21:51:00,17.2,Rain,31.5,90,0.01,1013.6,18.9,5:51 PM,,4,ENE,16.7,70
Light Rain,6/15/2015 22:02:00,17.2,Rain,25.9,90,0,1014.4,18.9,6:02 PM,,6.4,ENE,16.7,70
Overcast,6/15/2015 22:47:00,17,,31.5,88,0,1014.8,19,6:47 PM,,6.4,ENE,18.5,70
Overcast,6/15/2015 22:51:00,17.2,,31.5,90,0,1013.9,18.9,6:51 PM,,6.4,Variable,9.3,0
Overcast,6/15/2015 23:40:00,16.7,,29.6,90,,1014.8,18.3,7:40 PM,,8,ENE,20.4,70
Overcast,6/15/2015 23:51:00,16.7,,,90,,1014.1,18.3,7:51 PM,,9.7,ENE,14.8,70
Overcast,6/16/2015 0:51:00,16.1,,27.8,90,,1014.3,17.8,8:51 PM,,14.5,ENE,18.5,60
Overcast,6/16/2015 1:51:00,16.1,,25.9,90,,1015,17.8,9:51 PM,,16.1,ENE,11.1,60
Overcast,6/16/2015 2:51:00,16.1,,27.8,87,,1015.3,18.3,10:51 PM,,16.1,ENE,16.7,70
Overcast,6/16/2015 3:51:00,16.1,,,87,,1015.3,18.3,11:51 PM,,16.1,Variable,7.4,0
Overcast,6/16/2015 4:51:00,16.1,,,87,,1014.9,18.3,12:51 AM,,12.9,ENE,7.4,60
Overcast,6/16/2015 5:51:00,16.7,,,87,,1014.4,18.9,1:51 AM,,11.3,ENE,7.4,60
Overcast,6/16/2015 6:51:00,16.1,,,87,,1014,18.3,2:51 AM,,11.3,Variable,5.6,0
Overcast,6/16/2015 7:51:00,16.1,,,84,,1013.7,18.9,3:51 AM,,11.3,ENE,9.3,70
Overcast,6/16/2015 8:51:00,16.1,,,87,,1013.6,18.3,4:51 AM,,11.3,Calm,Calm,0
Overcast,6/16/2015 9:51:00,16.7,,,87,,1013.4,18.9,5:51 AM,,9.7,Calm,Calm,0
Overcast,6/16/2015 10:51:00,16.7,,,87,,1013.8,18.9,6:51 AM,,8,Calm,Calm,0
Haze,6/16/2015 11:21:00,16.7,,,84,,1014.4,19.4,7:21 AM,,8,East,5.6,100
Haze,6/16/2015 11:51:00,16.7,,,81,,1013.3,20,7:51 AM,,9.7,Variable,5.6,0
Haze,6/16/2015 12:51:00,17.2,,,81,,1013.3,20.6,8:51 AM,,9.7,Calm,Calm,0
Haze,6/16/2015 13:51:00,17.8,,,76,,1012.8,22.2,9:51 AM,,9.7,Calm,Calm,0
Haze,6/16/2015 13:59:00,17.2,,,73,,1013.4,22.2,9:59 AM,,4,Calm,Calm,0
Haze,6/16/2015 14:03:00,17.2,,,73,,1013.4,22.2,10:03 AM,,8,Calm,Calm,0
Haze,6/16/2015 14:51:00,18.9,,,79,,1012.1,22.8,10:51 AM,,8,Variable,5.6,0
Haze,6/16/2015 15:07:00,18.3,,,76,,1012.8,22.8,11:07 AM,,8,Variable,5.6,0
Haze,6/16/2015 15:51:00,19.4,,,76,,1011.9,23.9,11:51 AM,,8,West,9.3,260
Haze,6/16/2015 16:51:00,19.4,,,76,,1011.4,23.9,12:51 PM,,8,Calm,Calm,0
Light Rain,6/16/2015 17:41:00,20,Rain,,82,0.01,1011.4,23.3,1:41 PM,,4,Calm,Calm,0
Light Rain,6/16/2015 17:51:00,20,Rain,,84,0.01,1010.5,22.8,1:51 PM,,3.2,Calm,Calm,0
Light Rain,6/16/2015 17:58:00,20,Rain,,84,0,1011.1,22.8,1:58 PM,,2.8,Calm,Calm,0
Haze,6/16/2015 18:15:00,20.6,,,85,0.01,1011.1,23.3,2:15 PM,,4,Calm,Calm,0
Haze,6/16/2015 18:51:00,20,,,84,0.01,1010.2,22.8,2:51 PM,,4,Calm,Calm,0
Haze,6/16/2015 18:58:00,20.6,,,85,,1011.1,23.3,2:58 PM,,4,Calm,Calm,0
Haze,6/16/2015 19:09:00,20.6,,,85,,1010.7,23.3,3:09 PM,,4.8,Calm,Calm,0
Haze,6/16/2015 19:51:00,20,,,74,,1009.7,25,3:51 PM,,6.4,Calm,Calm,0
Haze,6/16/2015 20:51:00,20.6,,,72,,1009,26.1,4:51 PM,,8,SSE,7.4,160
Rain,6/16/2015 21:15:00,20,Rain,,76,0,1010.7,24.4,5:15 PM,,2.4,West,7.4,260
Heavy Rain,6/16/2015 21:20:00,21.1,Rain,,84,0.03,1011.1,23.9,5:20 PM,,1.2,Calm,Calm,0
Light Rain,6/16/2015 21:40:00,21.1,Rain,,90,0.25,1010.7,22.8,5:40 PM,,1.6,WSW,9.3,240
Overcast,6/16/2015 21:51:00,21.1,,,87,0.25,1009.8,23.3,5:51 PM,,2.8,Calm,Calm,0
Overcast,6/16/2015 22:02:00,21.1,,,87,,1010.7,23.3,6:02 PM,,4.8,Calm,Calm,0
Partly Cloudy,6/16/2015 22:51:00,21.7,,,87,,1010.5,23.9,6:51 PM,,14.5,West,5.6,270
Haze,6/16/2015 23:51:00,21.7,,,85,,1010.9,24.4,7:51 PM,,9.7,West,5.6,280
Clear,6/17/2015 0:51:00,19.4,,,74,,1012,24.4,8:51 PM,,16.1,Variable,5.6,0
Clear,6/17/2015 1:51:00,15.6,,,58,,1013.1,24.4,9:51 PM,,16.1,Variable,7.4,0
Clear,6/17/2015 2:51:00,15.6,,,62,,1013.7,23.3,10:51 PM,,16.1,Variable,5.6,0
Clear,6/17/2015 3:51:00,15.6,,,62,,1014.1,23.3,11:51 PM,,16.1,Variable,5.6,0
Clear,6/17/2015 4:51:00,15.6,,,64,,1014.5,22.8,12:51 AM,,16.1,Calm,Calm,0
Clear,6/17/2015 5:51:00,15.6,,,66,,1015.1,22.2,1:51 AM,,16.1,WNW,7.4,300
Clear,6/17/2015 6:51:00,15.6,,,68,,1015.3,21.7,2:51 AM,,16.1,Variable,5.6,0
Clear,6/17/2015 7:51:00,15,,,68,,1015.7,21.1,3:51 AM,,16.1,Calm,Calm,0
Clear,6/17/2015 8:51:00,15,,,70,,1016.5,20.6,4:51 AM,,16.1,Variable,5.6,0
Clear,6/17/2015 9:51:00,15.6,,,71,,1017.7,21.1,5:51 AM,,16.1,NE,9.3,40
Clear,6/17/2015 10:51:00,13.9,,,61,,1018.3,21.7,6:51 AM,,16.1,ENE,14.8,60
Clear,6/17/2015 11:51:00,14.4,,,61,,1018.9,22.2,7:51 AM,,16.1,Variable,11.1,0
Haze,6/17/2015 12:48:00,14,,,57,,1020.5,23,8:48 AM,,2.8,Variable,9.3,0
Haze,6/17/2015 12:51:00,13.9,,,55,,1019.7,23.3,8:51 AM,,2.8,Variable,9.3,0
Clear,6/17/2015 13:02:00,13.9,,,53,,1020.9,23.9,9:02 AM,,16.1,Variable,9.3,0
Clear,6/17/2015 13:51:00,13.9,,,55,,1020.1,23.3,9:51 AM,,16.1,NNW,13,340
Clear,6/17/2015 14:51:00,12.8,,,48,,1020.2,24.4,10:51 AM,,16.1,Variable,9.3,0
Clear,6/17/2015 15:51:00,13.9,,,47,,1020.2,26.1,11:51 AM,,16.1,Variable,9.3,0
Clear,6/17/2015 16:51:00,13.3,,,42,,1020.5,27.2,12:51 PM,,16.1,NE,9.3,40
Mostly Cloudy,6/17/2015 17:51:00,13.9,,,50,,1020.1,25,1:51 PM,,16.1,Calm,Calm,0
Partly Cloudy,6/17/2015 18:51:00,15,,,56,,1019.9,24.4,2:51 PM,,16.1,Variable,7.4,0
Clear,6/17/2015 19:51:00,14.4,,,57,,1020,23.3,3:51 PM,,16.1,North,-9999,0
Partly Cloudy,6/17/2015 20:51:00,15,,,61,,1020,22.8,4:51 PM,,16.1,Calm,Calm,0
Mostly Cloudy,6/17/2015 21:51:00,13.9,,,61,,1019.8,21.7,5:51 PM,,12.9,Calm,Calm,0
Clear,6/17/2015 22:51:00,13.9,,,63,,1019.5,21.1,6:51 PM,,16.1,Calm,Calm,0
Light Rain,6/17/2015 23:51:00,15,Rain,,76,0,1019.4,19.4,7:51 PM,,14.5,Variable,7.4,0
Clear,6/18/2015 0:51:00,14.4,,,73,0,1019.8,19.4,8:51 PM,,16.1,North,-9999,0
Scattered Clouds,6/18/2015 1:51:00,14.4,,,73,,1020,19.4,9:51 PM,,16.1,Variable,9.3,0
Mostly Cloudy,6/18/2015 2:51:00,15,,,76,,1020.5,19.4,10:51 PM,,16.1,Calm,Calm,0
Overcast,6/18/2015 3:19:00,15,,,76,,1021.6,19.4,11:19 PM,,16.1,Variable,5.6,0
Overcast,6/18/2015 3:37:00,15,,,76,,1021.2,19.4,11:37 PM,,16.1,Variable,9.3,0
Mostly Cloudy,6/18/2015 3:51:00,14.4,,,73,,1020.5,19.4,11:51 PM,,16.1,Calm,Calm,0
Scattered Clouds,6/18/2015 4:51:00,14.4,,,73,,1019.8,19.4,12:51 AM,,16.1,North,-9999,0
Mostly Cloudy,6/18/2015 5:51:00,14.4,,,75,,1020.1,18.9,1:51 AM,,16.1,North,-9999,0
Scattered Clouds,6/18/2015 6:51:00,13.9,,,75,,1019.5,18.3,2:51 AM,,16.1,Variable,5.6,0
Mostly Cloudy,6/18/2015 7:02:00,13.3,,,73,,1020.5,18.3,3:02 AM,,16.1,Calm,Calm,0
Mostly Cloudy,6/18/2015 7:14:00,13.3,,,73,,1020.2,18.3,3:14 AM,,16.1,Variable,5.6,0
Mostly Cloudy,6/18/2015 7:51:00,13.3,,,73,,1019.4,18.3,3:51 AM,,16.1,Calm,Calm,0
Clear,6/18/2015 8:51:00,13.3,,,75,,1019,17.8,4:51 AM,,16.1,Variable,7.4,0
Overcast,6/18/2015 9:51:00,12.2,,,68,,1019.3,18.3,5:51 AM,,16.1,Calm,Calm,0
Overcast,6/18/2015 10:51:00,12.8,,,68,,1019.6,18.9,6:51 AM,,16.1,Variable,5.6,0
Overcast,6/18/2015 11:51:00,13.9,,,73,,1019.6,18.9,7:51 AM,,16.1,South,9.3,170
Overcast,6/18/2015 12:24:00,14.4,,,73,,1020.2,19.4,8:24 AM,,16.1,Variable,5.6,0
Overcast,6/18/2015 12:51:00,14.4,,,73,,1019.2,19.4,8:51 AM,,16.1,South,13,170
Overcast,6/18/2015 13:51:00,14.4,,,75,,1019.1,18.9,9:51 AM,,16.1,Variable,7.4,0
Overcast,6/18/2015 14:39:00,15,,,76,,1019.9,19.4,10:39 AM,,16.1,Variable,5.6,0
Overcast,6/18/2015 14:51:00,15,,,76,,1018.8,19.4,10:51 AM,,16.1,SSW,9.3,200
Overcast,6/18/2015 15:40:00,15,,,70,,1019.2,20.6,11:40 AM,,16.1,Variable,5.6,0
Overcast,6/18/2015 15:51:00,15.6,,,73,,1018.4,20.6,11:51 AM,,16.1,Variable,7.4,0
Overcast,6/18/2015 16:51:00,15,,,70,,1017.9,20.6,12:51 PM,,16.1,Variable,7.4,0
Overcast,6/18/2015 17:51:00,14.4,,,68,,1017.3,20.6,1:51 PM,,16.1,Variable,7.4,0
Overcast,6/18/2015 18:05:00,14.4,,,68,,1017.8,20.6,2:05 PM,,16.1,Variable,9.3,0
Overcast,6/18/2015 18:51:00,15.6,,,76,,1016.6,20,2:51 PM,,16.1,Variable,5.6,0
Overcast,6/18/2015 19:16:00,15.6,,,76,,1017.5,20,3:16 PM,,16.1,Variable,5.6,0
Overcast,6/18/2015 19:51:00,15.6,,,79,,1016.4,19.4,3:51 PM,,16.1,Variable,9.3,0
Overcast,6/18/2015 20:51:00,15.6,,,76,,1015.9,20,4:51 PM,,16.1,Variable,7.4,0
Overcast,6/18/2015 21:51:00,15.6,,,79,,1014.9,19.4,5:51 PM,,14.5,North,-9999,0
Overcast,6/18/2015 22:51:00,15.6,,,76,,1014.9,20,6:51 PM,,14.5,Calm,Calm,0
Overcast,6/18/2015 23:51:00,15.6,,,79,,1014.6,19.4,7:51 PM,,12.9,South,7.4,170
Overcast,6/19/2015 0:51:00,15.6,,,79,,1014.5,19.4,8:51 PM,,14.5,Calm,Calm,0
Overcast,6/19/2015 1:51:00,15.6,,,79,,1015.1,19.4,9:51 PM,,16.1,Variable,7.4,0
Overcast,6/19/2015 2:51:00,15.6,,,79,,1014.5,19.4,10:51 PM,,16.1,Calm,Calm,0
Overcast,6/19/2015 3:51:00,15.6,,,79,,1014.1,19.4,11:51 PM,,16.1,Variable,7.4,0
Overcast,6/19/2015 4:51:00,16.1,,,81,,1014,19.4,12:51 AM,,16.1,Calm,Calm,0
Overcast,6/19/2015 5:25:00,16.1,,,78,,1014.8,20,1:25 AM,,16.1,Calm,Calm,0
Overcast,6/19/2015 5:51:00,16.1,,,78,,1013.7,20,1:51 AM,,16.1,Calm,Calm,0
Overcast,6/19/2015 6:21:00,16.1,,,78,,1014.4,20,2:21 AM,,16.1,Variable,5.6,0
Overcast,6/19/2015 6:51:00,16.1,,,78,,1013,20,2:51 AM,,16.1,Variable,5.6,0
Overcast,6/19/2015 7:25:00,16.7,,,78,,1013.1,20.6,3:25 AM,,16.1,Calm,Calm,0
Overcast,6/19/2015 7:51:00,16.7,,,78,,1012.2,20.6,3:51 AM,,16.1,Variable,9.3,0
Overcast,6/19/2015 8:46:00,17,,,78,,1012.8,21,4:46 AM,,16.1,Variable,7.4,0
Overcast,6/19/2015 8:51:00,16.7,,,78,,1012.1,20.6,4:51 AM,,16.1,West,7.4,280
Overcast,6/19/2015 9:25:00,17.2,,,81,,1012.8,20.6,5:25 AM,,16.1,WSW,13,250
Mostly Cloudy,6/19/2015 9:51:00,17.2,,,81,,1011.8,20.6,5:51 AM,,14.5,West,7.4,280
Mostly Cloudy,6/19/2015 10:09:00,17.2,,,81,,1012.4,20.6,6:09 AM,,12.9,Calm,Calm,0
Scattered Clouds,6/19/2015 10:51:00,17.8,,,81,,1011.8,21.1,6:51 AM,,11.3,Calm,Calm,0
Mostly Cloudy,6/19/2015 11:34:00,17.8,,,81,,1012.8,21.1,7:34 AM,,11.3,Calm,Calm,0
Overcast,6/19/2015 11:51:00,17.8,,,78,,1012.1,21.7,7:51 AM,,11.3,West,9.3,280
Scattered Clouds,6/19/2015 12:25:00,17.8,,,78,,1013.1,21.7,8:25 AM,,11.3,West,7.4,270
Clear,6/19/2015 12:51:00,18.3,,,76,,1012.1,22.8,8:51 AM,,12.9,Calm,Calm,0
Scattered Clouds,6/19/2015 13:51:00,18.9,,,73,,1012.5,23.9,9:51 AM,,14.5,Variable,5.6,0
Mostly Cloudy,6/19/2015 14:51:00,19.4,,,71,,1012.9,25,10:51 AM,,14.5,Calm,Calm,0
Mostly Cloudy,6/19/2015 15:51:00,18.3,,,58,,1012.9,27.2,11:51 AM,,16.1,Calm,Calm,0
Mostly Cloudy,6/19/2015 16:51:00,17.8,,,53,,1012.8,28.3,12:51 PM,,16.1,WNW,13,300
Scattered Clouds,6/19/2015 17:51:00,17.2,,,49,,1012.3,28.9,1:51 PM,,16.1,Calm,Calm,0
Mostly Cloudy,6/19/2015 18:51:00,16.7,,,47,,1012.5,28.9,2:51 PM,,16.1,Variable,9.3,0
Clear,6/19/2015 19:51:00,16.7,,,47,,1012.1,28.9,3:51 PM,,16.1,North,-9999,0
Overcast,6/19/2015 20:51:00,17.2,,,49,,1012.7,28.9,4:51 PM,,16.1,NNE,11.1,20
Partly Cloudy,6/19/2015 21:51:00,17.2,,,51,,1012.8,28.3,5:51 PM,,16.1,NE,13,50
Clear,6/19/2015 22:51:00,16.1,,,49,,1013.1,27.8,6:51 PM,,16.1,NE,9.3,50
Clear,6/19/2015 23:51:00,15.6,,,49,,1013.6,27.2,7:51 PM,,16.1,NE,5.6,40
Scattered Clouds,6/20/2015 0:51:00,16.1,,,56,,1014.1,25.6,8:51 PM,,16.1,ENE,5.6,60
Mostly Cloudy,6/20/2015 1:51:00,16.1,,,58,,1015.1,25,9:51 PM,,16.1,NE,5.6,40
Clear,6/20/2015 2:51:00,16.1,,,58,,1015.3,25,10:51 PM,,16.1,Calm,Calm,0
Partly Cloudy,6/20/2015 3:51:00,13.9,,,50,,1015.8,25,11:51 PM,,16.1,Variable,7.4,0
Overcast,6/20/2015 4:51:00,13.9,,,55,,1016.1,23.3,12:51 AM,,16.1,North,-9999,0
Scattered Clouds,6/20/2015 5:51:00,13.3,,,53,,1016.6,23.3,1:51 AM,,16.1,ENE,14.8,70
Scattered Clouds,6/20/2015 6:51:00,11.7,,,49,,1016.7,22.8,2:51 AM,,16.1,Variable,11.1,0
Overcast,6/20/2015 7:51:00,11.1,,27.8,49,,1017.1,22.2,3:51 AM,,16.1,Variable,9.3,0
Mostly Cloudy,6/20/2015 8:51:00,10.6,,33.3,51,,1017.1,21.1,4:51 AM,,16.1,ENE,14.8,70
Overcast,6/20/2015 9:01:00,10.6,,33.3,53,,1018.2,20.6,5:01 AM,,16.1,ENE,22.2,70
Mostly Cloudy,6/20/2015 9:51:00,10,,35.2,52,,1017.7,20,5:51 AM,,16.1,East,18.5,80
Partly Cloudy,6/20/2015 10:02:00,10.6,,35.2,55,,1018.8,20,6:02 AM,,16.1,ENE,22.2,70
Scattered Clouds,6/20/2015 10:51:00,10.6,,27.8,57,,1018,19.4,6:51 AM,,16.1,East,13,80
Mostly Cloudy,6/20/2015 11:33:00,10.6,,27.8,57,,1019.5,19.4,7:33 AM,,16.1,ENE,18.5,70
Overcast,6/20/2015 11:51:00,10.6,,,57,,1018.6,19.4,7:51 AM,,16.1,Variable,7.4,0
Overcast,6/20/2015 12:51:00,11.1,,,59,,1018.9,19.4,8:51 AM,,16.1,ENE,14.8,70
Overcast,6/20/2015 13:51:00,11.7,,,59,,1018.9,20,9:51 AM,,16.1,East,11.1,100
Overcast,6/20/2015 14:51:00,12.2,,,63,,1018.7,19.4,10:51 AM,,16.1,Variable,7.4,0
Overcast,6/20/2015 15:51:00,14.4,,,73,,1018.6,19.4,11:51 AM,,11.3,Variable,5.6,0
Haze,6/20/2015 16:17:00,15,,,76,,1019.2,19.4,12:17 PM,,6.4,East,7.4,90
Light Rain,6/20/2015 16:51:00,15.6,Rain,,81,0,1018.6,18.9,12:51 PM,,4.8,Variable,5.6,0
Haze,6/20/2015 17:51:00,15.6,,,84,0,1018,18.3,1:51 PM,,9.7,ENE,9.3,60
Overcast,6/20/2015 18:06:00,15.6,,,84,,1018.8,18.3,2:06 PM,,11.3,ENE,13,70
Overcast,6/20/2015 18:51:00,16.1,,,84,,1018.1,18.9,2:51 PM,,11.3,Variable,5.6,0
Overcast,6/20/2015 19:51:00,16.7,,,81,,1017.5,20,3:51 PM,,11.3,Variable,7.4,0
Haze,6/20/2015 20:34:00,16.7,,,81,,1017.5,20,4:34 PM,,8,Variable,7.4,0
Haze,6/20/2015 20:51:00,17.2,,,84,,1016.6,20,4:51 PM,,8,Variable,5.6,0
Overcast,6/20/2015 21:12:00,17.8,,,87,,1017.2,20,5:12 PM,,4.8,East,5.6,80
Overcast,6/20/2015 21:51:00,18.3,,,87,,1015.7,20.6,5:51 PM,,6.4,Variable,5.6,0
Overcast,6/20/2015 22:51:00,18.3,,,87,,1015.7,20.6,6:51 PM,,6.4,Variable,5.6,0
Haze,6/20/2015 23:51:00,17.8,,,84,,1015.1,20.6,7:51 PM,,6.4,ENE,5.6,60
Overcast,6/21/2015 0:51:00,17.8,,,87,,1014.2,20,8:51 PM,,6.4,East,9.3,100
Overcast,6/21/2015 0:59:00,17.8,,,87,,1014.8,20,8:59 PM,,4,East,5.6,100
Overcast,6/21/2015 1:12:00,17.8,,,87,,1014.8,20,9:12 PM,,4.8,East,7.4,80
Overcast,6/21/2015 1:22:00,18.3,,,90,,1014.8,20,9:22 PM,,4,East,5.6,90
Overcast,6/21/2015 1:51:00,18.3,,,87,,1014.1,20.6,9:51 PM,,4.8,ESE,9.3,110
Overcast,6/21/2015 2:51:00,18.3,,,90,,1013.4,20,10:51 PM,,6.4,Calm,Calm,0
Overcast,6/21/2015 3:29:00,18.3,,,87,,1013.8,20.6,11:29 PM,,6.4,Variable,5.6,0
Overcast,6/21/2015 3:51:00,18.9,,,87,,1013,21.1,11:51 PM,,6.4,Variable,5.6,0
Overcast,6/21/2015 4:51:00,20,,,87,,1010.9,22.2,12:51 AM,,8,Variable,5.6,0
Light Rain,6/21/2015 5:51:00,20.6,Rain,,91,0.03,1010.4,22.2,1:51 AM,,4,Variable,7.4,0
Light Rain,6/21/2015 6:03:00,20.6,Rain,,87,0.01,1011.1,22.8,2:03 AM,,4.8,Variable,7.4,0
Light Rain,6/21/2015 6:16:00,21.1,Rain,,93,0.02,1011.1,22.2,2:16 AM,,3.2,Variable,5.6,0
Light Rain,6/21/2015 6:48:00,21,Rain,,88,0.06,1010.4,23,2:48 AM,,4.8,Variable,5.6,0
Light Rain,6/21/2015 6:51:00,21.1,Rain,,90,0.06,1009.6,22.8,2:51 AM,,4,Calm,Calm,0
Light Rain,6/21/2015 7:10:00,21.1,Rain,,93,0.02,1009.7,22.2,3:10 AM,,4.8,Calm,Calm,0
Light Rain,6/21/2015 7:31:00,20.6,Rain,,91,0.03,1009.4,22.2,3:31 AM,,4,Variable,7.4,0
Overcast,6/21/2015 7:43:00,20.6,,,91,0.03,1009.4,22.2,3:43 AM,,4.8,Variable,11.1,0
Overcast,6/21/2015 7:51:00,20.6,,,91,0.03,1008.3,22.2,3:51 AM,,4,Variable,9.3,0
Light Rain,6/21/2015 8:09:00,20.6,Rain,,91,0.03,1008.7,22.2,4:09 AM,,2.4,North,-9999,0
Light Rain,6/21/2015 8:18:00,20.6,Rain,,91,0.04,1008.7,22.2,4:18 AM,,4,Variable,5.6,0
Light Rain,6/21/2015 8:26:00,20.6,Rain,,91,0.04,1008.7,22.2,4:26 AM,,4.8,Variable,5.6,0
Overcast,6/21/2015 8:34:00,20.6,,,91,0.04,1008.7,22.2,4:34 AM,,4,Variable,5.6,0
Heavy Rain,6/21/2015 8:51:00,20.6,Rain,,91,0.11,1008,22.2,4:51 AM,,1.6,Calm,Calm,0
Heavy Rain,6/21/2015 8:55:00,20.6,Rain,,91,0.05,1008.7,22.2,4:55 AM,,1.2,Variable,5.6,0
Light Rain,6/21/2015 9:03:00,20.6,Rain,,91,0.07,1008.4,22.2,5:03 AM,,3.2,Variable,5.6,0
